ts,H,W,K,S,P,Cin,Cout,batch,ranks,px,py,halo,t_total,t_comp,t_comm,speedup,eff,host
2025-10-28T08:04:27.420976,1024,1024,3,1,1,1,1,1,8,4,2,1,0.816143900010502,0.7485076999873854,0.038672599985147826,nan,nan,LAPTOP-1J998LJ5
2025-10-28T08:04:39.091391,1024,1024,7,1,3,1,1,1,8,4,2,3,3.6027380999876186,3.3404578999907244,0.07355764998646919,nan,nan,LAPTOP-1J998LJ5
2025-10-28T08:04:52.786380,1024,1024,11,1,5,1,1,1,8,4,2,5,8.672330500005046,8.478701299987733,0.12472999999590684,nan,nan,LAPTOP-1J998LJ5
2025-10-28T08:05:07.980244,2048,2048,3,1,1,1,1,1,8,4,2,1,3.2157497000007425,3.0949435499933315,0.05817435000790283,nan,nan,LAPTOP-1J998LJ5
2025-10-28T08:05:26.097607,2048,2048,7,1,3,1,1,1,8,4,2,3,14.033544799982337,13.772119300017948,0.22363970000878908,nan,nan,LAPTOP-1J998LJ5
2025-10-28T08:06:04.272471,2048,2048,11,1,5,1,1,1,8,4,2,5,31.876659000001382,31.471838250014116,0.3268808500142768,nan,nan,LAPTOP-1J998LJ5
2025-10-28T08:07:08.135492,4096,4096,3,1,1,1,1,1,8,4,2,1,13.118648100004066,12.92303100002755,0.13853544999437872,nan,nan,LAPTOP-1J998LJ5
2025-10-28T08:08:14.190037,4096,4096,7,1,3,1,1,1,8,4,2,3,56.21041700002388,55.22963460000756,0.647422700014431,nan,nan,LAPTOP-1J998LJ5
2025-10-28T08:11:24.870750,4096,4096,11,1,5,1,1,1,8,4,2,5,131.8745004000084,130.16359454998747,1.0340240000077756,nan,nan,LAPTOP-1J998LJ5
