ts,H,W,K,S,P,Cin,Cout,batch,ranks,px,py,halo,t_total,t_comp,t_comm,speedup,eff,host
2025-10-28T06:07:22.603168,2048,2048,3,1,1,1,1,1,1,1,1,1,18.468067400011932,18.462732300016796,0.0027578999870456755,nan,nan,LAPTOP-1J998LJ5
2025-10-28T06:09:01.897039,2048,2048,3,1,1,1,1,1,2,2,1,1,9.695665199978976,9.578792299987981,0.11133290000725538,1.9047756929614257,0.9523878464807128,LAPTOP-1J998LJ5
2025-10-28T06:09:26.973567,2048,2048,3,1,1,1,1,1,4,2,2,1,5.398516699991887,5.157665849998011,0.23329985000600573,3.420952166368159,0.8552380415920398,LAPTOP-1J998LJ5
2025-10-28T06:11:13.288391,2048,2048,3,1,1,1,1,1,8,4,2,1,3.205148300010478,3.1411103999998886,0.04625250000390224,5.762000903344022,0.7202501129180028,LAPTOP-1J998LJ5
2025-10-28T06:11:25.524001,2048,2048,3,1,1,1,1,1,16,4,4,1,2.754006200004369,2.68933454999933,0.043259300000499934,6.705891729649205,0.41911823310307533,LAPTOP-1J998LJ5
2025-10-28T06:12:03.384611,2048,2048,3,1,1,1,1,1,32,8,4,1,2.9865512999822386,1.2913488500053063,0.8980217500065919,6.183743570760618,0.19324198658626932,LAPTOP-1J998LJ5
2025-10-28T19:18:04.572693,2048,2048,3,1,1,1,1,1,1,1,1,1,22.483120800025063,22.474141900020186,0.008792900014668703,nan,nan,LAPTOP-1J998LJ5
